Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,37557,20817487523: 18; 21105519226: 15; 12603320614: 14
DYCOL01,0,100.0,integer,18,"1: 37,557; 2: 34,399; 3: 27,142"
DYCOL03,0,100.0,integer,9,"3: 56,595; 1: 37,557; 2: 30,808"
DYCOL04,0,100.0,integer,2,"2: 64,541; 1: 64,414"
DYCOL05,0,100.0,integer,100,"35: 2,525; 5: 2,422; 30: 2,330"
DYCOL06,11194,91.31945252219766,string,5,"1: 99,242; 2: 18,467; -: 52"
DYCOL07,29660,76.99972858749176,string,5,"2: 71,055; 1: 28,188; -: 52"
DYCOL08,29661,76.9989531231825,string,12,"1: 37,989; 2: 20,368; 4: 18,924"
DYCOL09,19976,84.5093249583188,integer,7,"1: 34,912; 5: 32,851; 4: 19,222"
DYCOL10,19975,84.51010042262806,integer,5,"1: 65,698; 4: 35,698; 2: 6,034"
