Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,12769,61005: 21; 31026: 21; 1131023: 20
COL01,0,100.0,integer,21,"1: 12,770; 2: 12,116; 3: 10,850"
COL03,0,100.0,integer,9,"3: 38,346; 1: 12,770; 2: 11,209"
COL04,0,100.0,integer,2,"1: 33,256; 2: 32,989"
COL05,0,100.0,integer,100,"5: 2,212; 12: 2,192; 8: 2,187"
COL06,10170,84.64789795456261,integer,3,"1: 40,786; 2: 15,289"
COL07,25047,62.1903539889803,integer,3,"1: 20,705; 2: 20,493"
COL08,25459,61.5684202581327,integer,58,"16: 4,923; 14: 3,594; 23: 3,221"
COL09,10192,84.61468790097366,integer,7,"4: 19,936; 1: 17,159; 5: 13,026"
COL10,18602,71.91939014265228,integer,5,"1: 24,730; 4: 20,685; 2: 2,052"
