Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,38252,11105258023: 17; 10712161316: 16; 21403325616: 16
DYCOL01,0,100.0,integer,17,"1: 38,252; 2: 35,429; 3: 28,916"
DYCOL03,0,100.0,integer,9,"3: 62,743; 1: 38,252; 2: 31,832"
DYCOL04,0,100.0,integer,2,"2: 68,946; 1: 68,670"
DYCOL05,0,100.0,integer,100,"30: 2,867; 25: 2,689; 24: 2,636"
DYCOL06,12499,90.91748052552029,string,5,"1: 101,876; 2: 23,186; -: 55"
DYCOL07,35685,74.06914893617021,string,5,"2: 71,327; 1: 30,549; -: 55"
DYCOL08,35685,74.06914893617021,string,13,"11: 38,496; 21: 19,927; 41: 18,182"
DYCOL09,21504,84.3739100104639,integer,7,"1: 38,415; 5: 35,164; 4: 20,908"
DYCOL10,21502,84.37536332984537,integer,5,"1: 69,086; 4: 39,803; 2: 6,051"
