Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,32152,3054037: 22; 106032041: 22; 4011009: 19
COL01,0,100.0,integer,22,"1: 32,152; 2: 30,592; 3: 27,016"
COL03,0,100.0,integer,9,"3: 84,337; 1: 32,152; 2: 27,846"
COL04,0,100.0,integer,2,"2: 76,835; 1: 76,279"
COL05,0,100.0,integer,100,"16: 5,249; 18: 4,840; 17: 4,836"
COL06,12394,91.90537769243832,integer,3,"1: 108,275; 2: 32,445"
COL07,44839,70.7152840367308,integer,3,"2: 63,739; 1: 44,536"
COL08,44839,70.7152840367308,integer,60,"23: 12,989; 16: 12,302; 15: 9,193"
COL09,24564,83.95705160860535,integer,7,"1: 43,209; 5: 34,925; 4: 33,416"
COL10,24564,83.95705160860535,integer,5,"1: 62,701; 4: 60,314; 2: 5,083"
