Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,7551,11904412205: 4; 12602563105: 3; 12804610008: 3
DYCOL01,0,100.0,integer,5,"22111: 4,406; 22113: 2,390; 22115: 610"
DYCOL02,0,100.0,integer,3,"1: 7,891; 7: 36; 6: 1"
DYCOL03,7928,-0.0,integer,1,
DYCOL04,1132,85.72149344096871,integer,123,"600: 2,789; 300: 1,081; 200: 440"
DYCOL05,1132,85.72149344096871,integer,113,"750: 1,413; 1000: 1,135; 500: 728"
DYCOL06,4357,45.04288597376388,string,270,0000450000: 336; 0000600000: 300; 0000300000: 292
