Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,11443,23110: 15; 11008: 11; 22074: 11
COL01,0,100.0,integer,19,"1: 17,753; 3: 2,227; 2: 2,179"
COL02,879,96.41955193482688,string,165,"612: 8,134; 614: 5,515; 753: 1,977"
COL03,876,96.43177189409369,integer,220,"1111: 8,532; 1122: 3,563; 3214: 2,069"
COL04,0,100.0,integer,3,"2: 17,553; 3: 4,769; 1: 2,228"
COL05,0,100.0,integer,2,"1: 16,321; 2: 8,229"
COL06,0,100.0,integer,855,"0: 18,249; 20000: 306; 30000: 289"
COL07,0,100.0,integer,3420,"0: 9,164; 300000: 290; 150000: 283"
COL08,0,100.0,integer,1039,"0: 18,838; 5000: 353; 10000: 219"
COL09,0,100.0,integer,1535,"0: 15,684; 20000: 258; 10000: 247"
COL10,0,100.0,integer,240,"0: 23,750; 10000: 42; 30000: 36"
COL11,0,100.0,integer,3369,"0: 8,848; 200000: 302; 300000: 289"
COL12,0,100.0,integer,6573,"0: 4,846; 300000: 233; 200000: 222"
