Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,15601,2040121180: 15; 2030132162: 13; 2270115248: 13
DYCOL01,2,99.9925342491321,integer,16,"1: 18,138; 2: 3,768; 3: 2,664"
DYCOL02,2,99.9925342491321,integer,3,"1: 26,073; 2: 714"
DYCOL03,2,99.9925342491321,string,207,"6121: 7,174; 6111: 6,333; 5220: 2,672"
DYCOL04,2,99.9925342491321,string,233,"0124: 7,348; 0111: 6,211; 0113: 2,102"
DYCOL05,2,99.9925342491321,integer,4,"5: 17,834; 6: 5,820; 4: 3,133"
DYCOL06,2,99.9925342491321,integer,3,"1: 16,627; 2: 10,160"
DYCOL07,19700,26.46235395124865,integer,19,"8: 1,857; 10: 1,539; 9: 570"
DYCOL08,572,97.86479525178244,integer,9,"7: 10,945; 6: 6,483; 5: 2,521"
DYCOL09,21165,20.993691440516628,integer,319,"0: 4,215; 36000000: 59; 5000000: 51"
DYCOL10,19997,25.353689947366455,integer,1070,"0: 1,509; 20000000: 167; 30000000: 147"
DYCOL11,20570,23.21475232371496,integer,325,"0: 3,249; 5000000: 257; 2000000: 249"
DYCOL12,20084,25.028929784613084,integer,753,"0: 1,870; 5000000: 278; 3000000: 165"
DYCOL13,21136,21.101944828101082,integer,171,"0: 4,472; 2000000: 124; 1000000: 121"
DYCOL14,8210,69.35309268729702,string,2773,"0: 4,716; 20000000: 366; 30000000: 357"
DYCOL15,2,99.9925342491321,integer,4435,"0: 5,893; 60000000: 516; 72000000: 351"
