Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,14916,22602658114: 10; 21010509114: 9; 20323426202: 8
DYCOL01,5,99.97726032381298,integer,12,"1: 16,316; 2: 2,568; 3: 1,995"
DYCOL02,3,99.9863561942878,integer,3,"1: 21,465; 2: 520"
DYCOL03,5,99.97726032381298,integer,240,"6121: 5,025; 6111: 4,820; 5224: 2,336"
DYCOL04,6,99.97271238857559,integer,283,"1110: 3,935; 1440: 3,649; 49220: 1,617"
DYCOL05,5,99.97726032381298,integer,5,"5: 16,791; 6: 3,112; 4: 2,078"
DYCOL06,5,99.97726032381298,integer,3,"1: 12,379; 2: 9,604"
DYCOL07,461,97.90340185555758,integer,20,"8: 4,469; 10: 2,751; 5: 2,482"
DYCOL08,456,97.92614153174459,integer,9,"7: 8,740; 6: 5,571; 5: 2,020"
DYCOL09,2933,86.66090594869928,integer,477,"0: 14,648; 20000000: 226; 10000000: 225"
DYCOL10,644,97.07112970711297,integer,1625,"0: 4,644; 30000000: 565; 20000000: 523"
DYCOL11,2141,90.26287065672184,integer,364,"0: 13,169; 5000000: 701; 10000000: 613"
DYCOL12,1134,94.84264144078588,integer,1152,"0: 7,790; 10000000: 635; 5000000: 596"
DYCOL13,3202,85.43751136983809,integer,163,"0: 17,413; 2000000: 170; 5000000: 121"
DYCOL14,261,98.81298890303802,integer,3308,"0: 3,157; 120000000: 395; 180000000: 339"
DYCOL15,5,99.97726032381298,integer,3247,"0: 3,172; 180000000: 595; 120000000: 590"
