Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,14202,3033012: 20; 24062099: 17; 7072040: 14
DYCOL01,0,100.0,integer,15,"1: 19,010; 2: 3,848; 3: 2,933"
DYCOL02,0,100.0,integer,2,"1: 27,877; 2: 1,240"
DYCOL03,0,100.0,integer,208,"6111: 8,350; 6121: 6,865; 5220: 2,567"
DYCOL04,0,100.0,integer,309,"124: 7,260; 111: 7,029; 113: 2,027"
DYCOL05,0,100.0,integer,3,"2: 18,482; 3: 6,830; 1: 3,805"
DYCOL06,47,99.83858227152523,integer,20,"8: 4,079; 3: 3,518; 4: 3,398"
DYCOL07,277,99.04866572792527,integer,9,"7: 13,956; 6: 6,651; 4: 2,030"
DYCOL08,0,100.0,integer,2,"1: 18,923; 2: 10,194"
DYCOL09,13491,53.666243088230246,integer,922,"0: 9,024; 1000000: 321; 500000: 313"
DYCOL10,6571,77.43242779132466,integer,3493,"0: 4,486; 1000000: 394; 2000000: 393"
DYCOL11,17897,38.53418964865886,integer,593,"0: 7,242; 100000: 237; 50000: 215"
DYCOL12,9834,66.22591613146959,integer,1964,"0: 6,876; 500000: 344; 200000: 310"
DYCOL13,17051,41.4397087612048,integer,200,"0: 11,038; 1000000: 66; 500000: 61"
DYCOL14,4750,83.68650616478345,integer,4939,"0: 4,956; 6000000: 278; 5000000: 277"
DYCOL15,0,100.0,string,6894,"0: 6,937; 18000000: 426; 30000000: 348"
