Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,16765,1012023: 12; 13068: 11; 13064: 11
COL1,0,100.0,integer,23,"81126: 12,944; 81115: 7,989; 81217: 5,808"
COL3,13,99.97000738279807,integer,8,"2: 42,904; 7: 315; 3: 45"
COL4,26,99.94001476559616,integer,3,"0: 41,500; 1: 1,818"
COL5,1,99.99769287559985,integer,358,"500: 6,125; 1000: 3,995; 600: 3,043"
