Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,20025,1070104001: 11; 1090027002: 10; 2250177003: 10
DYCOL01,1,99.99625454136859,integer,16,"1: 16,404; 3: 4,249; 2: 2,320"
DYCOL02,1,99.99625454136859,integer,3,"1: 22,399; 2: 4,299"
DYCOL03,12798,52.06562043522229,string,306,"9314: 2,409; 2320: 651; 5220: 585"
DYCOL04,12798,52.06562043522229,string,317,"4521: 2,831; 8021: 734; 7522: 546"
DYCOL05,1,99.99625454136859,integer,4,"3: 20,872; 1: 5,711; 2: 115"
DYCOL06,14277,46.526087119367766,integer,20,"8: 6,416; 10: 1,733; 9: 962"
DYCOL07,4042,84.86085621184314,integer,9,"6: 11,851; 7: 3,466; 4: 2,422"
DYCOL08,0,100.0,integer,2840,"0: 4,517; 3000000: 1,499; 2000000: 1,296"
DYCOL09,1,99.99625454136859,integer,4736,18000000: 773; 24000000: 727; 30000000: 713
DYCOL10,203,99.23967189782388,integer,3949,"0: 4,349; 3000000: 1,449; 2000000: 1,330"
DYCOL11,14,99.94756357916027,integer,5798,30000000: 855; 18000000: 839; 36000000: 810
DYCOL12,15837,40.683171654369076,integer,304,"0: 9,332; 500000: 153; 3000000: 127"
DYCOL13,4749,82.21281695943668,integer,910,"0: 13,269; 2500000: 1,735; 3000000: 775"
DYCOL14,1,99.99625454136859,integer,4194,"0: 4,519; 3000000: 1,433; 2000000: 1,315"
DYCOL15,1,99.99625454136859,integer,6812,18000000: 783; 24000000: 726; 30000000: 706
