Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,21894,2236215002: 10; 1184704005: 9; 2277185004: 8
DYCOL01,0,100.0,integer,15,"1: 18,108; 3: 4,552; 2: 2,610"
DYCOL02,0,100.0,integer,2,"1: 24,964; 2: 4,391"
DYCOL03,0,100.0,integer,315,"9314: 7,043; 9211: 3,253; 2320: 956"
DYCOL04,14418,50.88400613183444,string,320,"4521: 2,746; 8021: 879; 7522: 568"
DYCOL05,0,100.0,integer,3,"3: 22,441; 1: 6,790; 2: 124"
DYCOL06,4096,86.04667007324136,integer,20,"8: 13,083; 10: 3,867; 9: 2,016"
DYCOL07,4095,86.05007664793051,integer,10,"6: 13,409; 7: 4,270; 4: 2,652"
DYCOL08,0,100.0,integer,3411,"0: 4,483; 3000000: 1,558; 2000000: 1,478"
DYCOL09,14937,49.11599386816556,integer,2298,18000000: 509; 12000000: 468; 15000000: 391
DYCOL10,366,98.75319366377107,integer,4801,"0: 4,176; 2000000: 1,551; 3000000: 1,451"
DYCOL11,45,99.84670413898826,integer,6720,18000000: 939; 24000000: 897; 30000000: 880
DYCOL12,8689,70.40027252597514,integer,404,"0: 18,032; 500000: 297; 1000000: 169"
DYCOL13,6269,78.64418327371827,integer,968,"0: 13,048; 2000000: 2,238; 3000000: 590"
DYCOL14,0,100.0,integer,5119,"0: 4,487; 2000000: 1,489; 3000000: 1,390"
DYCOL15,14418,50.88400613183444,string,5948,18000000: 364; 30000000: 358; 24000000: 349
