Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,9962,22071: 6; 1111028: 6; 21165: 6
COL01,0,100.0,integer,16,"1: 8,605; 3: 1,892; 2: 1,116"
COL02,0,100.0,string,233,"956: 1,967; ---: 1,603; 622: 778"
COL03,0,100.0,string,241,"5101: 2,311; 9100: 1,799; ----: 1,603"
COL04,0,100.0,integer,2,"2: 7,948; 1: 5,139"
COL05,0,100.0,integer,3198,"0: 3,106; 60000: 510; 30000: 324"
COL06,0,100.0,integer,4462,300000: 268; 600000: 240; 720000: 231
COL07,0,100.0,integer,3713,"0: 3,122; 60000: 510; 30000: 325"
COL08,0,100.0,integer,4572,720000: 286; 300000: 278; 600000: 276
COL09,0,100.0,integer,505,"0: 11,726; 20000: 68; 10000: 66"
COL10,0,100.0,integer,1160,"0: 7,986; 70000: 527; 100000: 504"
COL11,0,100.0,integer,3838,"0: 3,112; 60000: 504; 30000: 324"
COL12,0,100.0,integer,5007,300000: 270; 600000: 239; 720000: 225
