Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,19560,12203468411: 7; 20411105423: 6; 22405540616: 6
DYCOL01,1,99.99581362247247,integer,13,"1: 16,049; 3: 3,491; 2: 2,007"
DYCOL02,1,99.99581362247247,integer,3,"1: 21,452; 2: 2,434"
DYCOL03,1,99.99581362247247,integer,311,"9314: 5,813; 9211: 2,930; 5220: 868"
DYCOL04,11429,52.15389123791183,string,353,"41000: 2,233; 85210: 573; 85102: 472"
DYCOL05,1,99.99581362247247,integer,4,"3: 19,165; 1: 4,632; 2: 89"
DYCOL06,2324,90.27085862603089,integer,20,"8: 12,382; 10: 2,787; 9: 1,831"
DYCOL07,2326,90.26248587097585,integer,9,"6: 10,830; 5: 3,349; 7: 2,656"
DYCOL08,5,99.97906811236237,integer,1385,"0: 2,566; 6000000: 1,429; 8000000: 1,329"
DYCOL09,2,99.99162724494495,integer,3243,"60000000: 1,016; 72000000: 855; 48000000: 595"
DYCOL10,301,98.73990036421485,integer,2496,"0: 2,422; 6000000: 1,400; 5000000: 1,197"
DYCOL11,103,99.56880311466489,integer,3772,"60000000: 1,041; 72000000: 994; 96000000: 756"
DYCOL12,5964,75.03244442583832,integer,248,"0: 16,113; 1000000: 306; 2000000: 268"
DYCOL13,4603,80.73010424080044,integer,652,"0: 11,215; 5000000: 1,212; 5030000: 1,106"
DYCOL14,4,99.9832544898899,integer,2618,"0: 2,570; 6000000: 1,335; 5000000: 1,214"
DYCOL15,2,99.99162724494495,integer,5091,60000000: 986; 72000000: 839; 48000000: 593
