Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,18819,21903593329: 8; 21105519226: 6; 22501649813: 6
DYCOL01,0,100.0,integer,13,"1: 15,677; 3: 3,468; 2: 2,152"
DYCOL02,0,100.0,integer,2,"1: 20,557; 2: 2,516"
DYCOL03,0,100.0,integer,376,"9314: 5,470; 9211: 2,024; 5224: 938"
DYCOL04,0,100.0,integer,380,"41000: 5,455; 1110: 978; 1610: 710"
DYCOL05,0,100.0,integer,3,"3: 19,223; 1: 3,805; 2: 45"
DYCOL06,2001,91.3275256793655,integer,20,"8: 11,736; 10: 2,948; 9: 1,825"
DYCOL07,1999,91.336193819616,integer,9,"6: 10,018; 5: 3,514; 4: 2,520"
DYCOL08,0,100.0,integer,1228,"0: 2,929; 20000000: 1,490; 30000000: 1,357"
DYCOL09,0,100.0,integer,2691,240000000: 955; 180000000: 944; 120000000: 826
DYCOL10,20,99.91331859749491,integer,2132,"0: 2,930; 20000000: 1,447; 15000000: 1,234"
DYCOL11,1,99.99566592987475,integer,3198,"240000000: 1,048; 180000000: 1,018; 120000000: 856"
DYCOL12,12,99.94799115849695,integer,163,"0: 21,771; 3000000: 172; 5000000: 161"
DYCOL13,2,99.9913318597495,integer,369,"0: 15,654; 12000000: 1,221; 10000000: 696"
DYCOL14,0,100.0,integer,2192,"0: 2,935; 20000000: 1,431; 15000000: 1,218"
DYCOL15,0,100.0,integer,4264,180000000: 940; 240000000: 940; 120000000: 819
