Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,20577,1070104145: 7; 2270097300: 7; 2130071197: 7
DYCOL01,3,99.98887817898718,integer,16,"1: 16,523; 3: 4,363; 2: 2,412"
DYCOL02,3,99.98887817898718,integer,3,"1: 23,217; 2: 3,754"
DYCOL03,13557,49.74049084303404,integer,303,"9314: 2,252; 5220: 687; 2320: 622"
DYCOL04,3,99.98887817898718,integer,316,"4521: 7,490; 111: 1,605; 8021: 883"
DYCOL05,3,99.98887817898718,integer,4,"3: 21,246; 1: 5,623; 2: 102"
DYCOL06,3531,86.90961666790243,integer,20,"8: 12,963; 10: 3,223; 9: 1,818"
DYCOL07,3535,86.89478757321865,integer,9,"6: 12,273; 7: 3,378; 4: 2,609"
DYCOL08,1,99.99629272632906,integer,2661,"0: 3,870; 3000000: 1,905; 2000000: 1,093"
DYCOL09,3,99.98887817898718,integer,4470,36000000: 912; 18000000: 765; 30000000: 740
DYCOL10,58,99.78497812708534,integer,3580,"0: 3,836; 3000000: 1,927; 2000000: 1,124"
DYCOL11,4,99.98517090531624,integer,5227,"36000000: 1,143; 30000000: 836; 18000000: 801"
DYCOL12,5862,78.2679617409357,integer,361,"0: 18,958; 500000: 198; 1000000: 148"
DYCOL13,3951,85.35256172610663,integer,857,"0: 14,062; 3000000: 2,401; 5000000: 485"
DYCOL14,3,99.98887817898718,integer,3920,"0: 3,871; 3000000: 1,862; 2000000: 1,111"
DYCOL15,3,99.98887817898718,integer,6422,36000000: 895; 18000000: 759; 30000000: 727
