Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,5629,1151015: 39; 1122003: 30; 1231087: 29
COL1,0,100.0,integer,109,"17116: 5,153; 17411: 4,509; 14210: 4,088"
COL3,1,99.99806983342663,integer,9,"2: 26,605; 1: 19,351; 6: 3,524"
COL4_5,1380,97.33637012874212,floating,746,"1.0: 6,394; 2.0: 5,064; 0.5: 3,287"
COL6,182,99.64870968364569,floating,2005,"100.0: 1,830; 300.0: 1,808; 200.0: 1,638"
