Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,13624,1034135: 25; 1001070: 23; 1104021: 22
COL1,0,100.0,integer,50,"21419: 4,277; 22310: 3,790; 21113: 3,751"
COL3,66,99.88670889335187,integer,8,"2: 57,262; 3: 509; 7: 313"
COL4,66,99.88670889335187,integer,3,"0: 58,062; 1: 129"
COL5,0,100.0,integer,638,"1000: 2,404; 2000: 2,246; 3000: 2,219"
