Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,3891,21011509341: 9; 21402546338: 8; 21407551638: 8
DYCOL01,0,100.0,integer,49,"34272: 2,353; 33190: 909; 33214: 659"
DYCOL02,0,100.0,integer,5,"1: 4,351; 8: 1,196; 0: 226"
DYCOL03,214,96.2943722943723,integer,384,10000000: 683; 5000000: 562; 15000000: 370
DYCOL04,5420,6.1471861471861455,integer,127,600000000: 12; 200000000: 12; 6000000: 11
