Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,2554,31077: 7; 1134097: 7; 1133103: 7
COL1,0,100.0,integer,32,34159: 857; 33189: 798; 34148: 391
COL3,1683,55.39358600583091,integer,8,"2: 1,598; 1: 431; 3: 41"
COL4,193,94.88470712960509,integer,473,20000: 148; 10000: 132; 200000: 120
COL5,3434,8.984892658362043,integer,144,200000: 15; 300000: 12; 2000000: 10
