Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,5766,24062081: 13; 108082072: 10; 3123064: 9
COL1,0,100.0,integer,48,"33190: 1,529; 33214: 802; 34239: 678"
COL3,446,95.13472237373186,integer,6,"1: 8,626; 2: 52; 5: 26"
COL4,446,95.13472237373186,integer,710,2000000: 347; 1000000: 336; 3000000: 267
COL5,8405,8.312425002727174,integer,249,30000000: 31; 20000000: 28; 4000000: 25
