Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,39088,1010377001: 9; 1102687001: 9; 1010377003: 9
DYCOL01,0,100.0,integer,34,"45111: 29,826; 42111: 29,673; 44111: 25,656"
DYCOL02,145666,2.069327166137791,integer,107,10000000: 534; 5000000: 343; 20000000: 335
DYCOL03,29713,80.02406819770881,integer,9,"1: 112,121; 8: 3,536; 2: 2,125"
DYCOL04,73041,50.89482600978863,integer,1371,"30000: 3,471; 50000: 3,090; 20000: 2,967"
