Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,21963,93076: 7; 62111: 7; 93296: 7
COL1,0,100.0,integer,20,"31117: 17,878; 32120: 14,284; 32142: 12,790"
COL3,1,99.99868251165978,integer,8,"1: 71,304; 2: 1,852; 7: 1,500"
COL4,1,99.99868251165978,integer,1660,"3000: 3,196; 5000: 2,672; 10000: 2,446"
