Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,27563,22168: 8; 1233193: 8; 184070: 8
COL1,0,100.0,integer,17,"31117: 21,723; 32153: 19,163; 32142: 15,710"
COL3,0,100.0,integer,8,"1: 44,742; 2: 32,922; 3: 3,979"
COL4,0,100.0,integer,2142,"200: 4,736; 100: 3,299; 300: 3,116"
