Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,6015,1193011: 12; 21047: 12; 23001: 12
COL1,0,100.0,integer,28,"72340: 4,119; 72329: 3,009; 72318: 2,732"
COL3,0,100.0,integer,7,"2: 12,834; 1: 3,473; 7: 137"
COL4,0,100.0,integer,295,"200: 1,855; 300: 1,359; 100: 1,232"
