Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,6402,33120: 6; 114009: 5; 1094085: 5
COL01,0,100.0,integer,15,"1: 5,583; 2: 630; 3: 189"
COL03,0,100.0,integer,1043,"0: 4,722; 3000000: 57; 3300000: 56"
COL04,0,100.0,integer,295,"0: 5,154; 1200000: 95; 2400000: 87"
COL05,0,100.0,integer,101,"0: 6,727; 3000000: 11; 6000000: 10"
COL06,0,100.0,integer,628,"0: 4,545; 600000: 123; 300000: 92"
COL07,0,100.0,integer,190,"0: 5,887; 300000: 60; 500000: 50"
