Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,39305,2000194001: 1; 1102742004: 1; 1102706001: 1
MahMorajeh,0,100.0,integer,12,"7: 3,533; 3: 3,461; 4: 3,396"
NeshaniSarparast,39305,-0.0,integer,1,
NameSarparast,39305,-0.0,integer,1,
ShoghlSarparast,218,99.44536318534539,string,8527,"زراعتکار: 1,864; دامدار: 1,559; داراي درامد بدون کار: 1,243"
NoeKhn,217,99.4479073909172,integer,3,"1: 39,023; 2: 65"
Takmil,0,100.0,integer,2,"1: 39,088; 2: 217"
TakmilDesc,39075,0.5851672815163411,string,88,عدم همکاري: 18; خانوارغيرساکن حذف شده است: 14; خالي از سكنه بودن آبادي: 12
Jaygozin,217,99.4479073909172,integer,3,"2: 36,030; 1: 3,058"
JaygozinDesc,36215,7.861595216893525,string,1337,خالي از سکنه: 194; خالي از سكنه: 114; در مکان ساکن نبوده: 67
BlkAbdJaygozin,36221,7.846329983462663,integer,854,1: 208; 2: 158; 4: 139
RadifJaygozin,36233,7.815799516600941,integer,89,"6: 1,627; 7: 1,079; 8: 37"
fStat,0,100.0,integer,3,"5: 23,382; 4: 10,234; 3: 5,689"
fEnt,0,100.0,integer,1493,1: 133; 717: 95; 719: 95
fvfy,24,99.93893906627656,integer,159,"0: 18,813; 1: 7,980; 2: 4,130"
user1,3748,90.46431751685536,string,22,"Admin: 30,158; am01: 1,352; 2: 730"
user2,38285,2.59508968324641,string,10,Admin: 982; 2: 19; am01: 8
user3,3772,90.40325658313192,string,21,"Admin: 30,005; am01: 1,312; 2: 730"
user4,16111,59.01030403256583,string,8,"Admin: 20,924; 2: 727; 5: 652"
