Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,1,99.99750068731099,integer,40011,2000081293: 1; 1090152255: 1; 1090024124: 1
MahMorajeh,1,99.99750068731099,integer,13,"9: 3,516; 12: 3,493; 4: 3,466"
ShoghlSarparast,1489,96.27852340606333,string,8261,"داراي درامد بدون کار: 2,467; داراي درآمد بدون کار: 2,262; زراعتکار: 2,090"
NoeKhn,1366,96.58593886681163,integer,3,"1: 38,582; 2: 63"
Takmil,1,99.99750068731099,integer,3,"1: 29,368; 2: 10,642"
TakmilDescA,39233,1.9444652720501887,integer,4,1: 570; 3: 143; 2: 65
TakmilDescB,30147,24.653220364399786,integer,8,"7: 4,794; 1: 2,607; 2: 1,657"
TakmilDescC,35217,11.98170503111644,string,58,"30: 4,097; 40: 317; 50: 313"
Jaygozin,37494,6.290770038239479,integer,3,"1: 2,145; 2: 372"
JaygozinDescA,39995,0.03998900302416564,integer,4,1: 11; 3: 3; 2: 2
JaygozinDescB,39655,0.8897553172877437,integer,7,2: 152; 1: 88; 3: 44
JaygozinDescC,39994,0.04248831571317391,string,13,نامشخص: 3; روستا بعلت رانش ازجنگل کوچ داده شده است: 3; خانوار نمونه و خانوارهاي جايگزين انها شناخته شده نيستند: 2
BlkAbdJaygozin,35285,11.811751768263722,integer,1120,1: 379; 2: 213; 3: 211
RadifJaygozin,35285,11.811751768263722,integer,301,16: 103; 17: 84; 13: 79
fStat,1,99.99750068731099,integer,4,"5: 25,174; 4: 7,988; 3: 6,848"
fEnt,1,99.99750068731099,integer,1599,"1: 2,119; 808: 93; 768: 86"
fvfy,16,99.96001099697584,integer,36,"0: 27,509; 1: 7,135; 2: 2,745"
user1,1,99.99750068731099,string,34,"Admin: 34,158; a1: 656; a3: 573"
user2,39409,1.5045862387843334,string,15,Admin: 531; a1: 35; user3: 9
user3,2112,94.72145160080979,string,26,"Admin: 33,097; 2: 420; 8: 413"
user4,18763,53.105396016095575,string,11,"Admin: 19,984; latifi: 325; 8: 322"
