Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,38960,20001383902: 1; 11105139808: 1; 11105139705: 1
MahMorajeh,0,100.0,integer,13,"9: 3,317; 8: 3,307; 11: 3,294"
Fasl,0,100.0,integer,4,"3: 9,887; 1: 9,722; 4: 9,704"
weight,0,100.0,integer,1002,47: 420; 172: 366; 190: 273
NoeKhn,1,99.99743326488706,integer,3,"1: 38,926; 2: 33"
Takmil,0,100.0,integer,2,"1: 28,378; 2: 10,582"
TakmilDescA,38960,-0.0,integer,1,
TakmilDescB,28378,27.16119096509241,integer,8,"1: 7,786; 2: 1,440; 3: 1,092"
TakmilDescC,38920,0.10266940451745254,string,39,خانوار کوچ کرده است: 2; خانوار با خانوار ديگر ادغام شده است: 2; باشگاه ورزشي: 1
Jaygozin,28378,27.16119096509241,integer,2,"1: 10,582"
JaygozinDescA,38960,-0.0,integer,1,
JaygozinDescB,38960,-0.0,integer,1,
JaygozinDescC,38960,-0.0,integer,1,
BlkAbdJaygozin,28378,27.16119096509241,integer,1673,"1: 2,924; 2: 1,296; 3: 758"
RadifJaygozin,28378,27.16119096509241,integer,13,3: 993; 15: 970; 9: 955
