Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,25729,115032042: 12; 115032041: 12; 105023022: 12
COL1,0,100.0,integer,34,"61730: 14,280; 61640: 10,640; 62121: 10,025"
COL3,0,100.0,integer,8,"1: 74,295; 6: 486; 3: 389"
COL4,0,100.0,integer,1341,"10000: 5,073; 20000: 4,580; 5000: 4,331"
