Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,23505,15021021: 12; 127054044: 12; 127031023: 11
COL1,0,100.0,integer,32,"73216: 13,395; 73215: 9,379; 72211: 8,533"
COL3,1,99.99849161337035,integer,9,"1: 65,559; 7: 360; 5: 169"
COL4,0,100.0,integer,824,"20000: 5,430; 10000: 4,974; 30000: 4,276"
