Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,5474,1094034: 29; 1234085: 29; 1151012: 29
COL1,0,100.0,integer,94,"85229: 4,487; 72169: 3,083; 85218: 2,226"
COL3,1103,96.82123404132685,integer,9,"2: 19,940; 1: 10,964; 3: 919"
COL4,141,99.59364823193752,integer,1555,"1000: 1,920; 2000: 1,818; 5000: 1,656"
COL5,16084,53.64707916654658,integer,319,"0: 17,091; 50000: 70; 40000: 58"
