Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,12256,1072050: 33; 1193012: 31; 1131071: 30
COL1,0,100.0,integer,122,"72169: 7,956; 85116: 6,871; 86120: 6,715"
COL3,1048,98.61465452286217,integer,8,"2: 72,827; 3: 1,309; 6: 258"
COL4,1067,98.58953852661635,integer,3,"0: 54,851; 1: 19,731"
COL5,1261,98.33309098600114,integer,2288,"2000: 3,717; 5000: 3,597; 4000: 3,400"
COL6,73660,2.629248238575521,integer,331,300000: 92; 200000: 71; 500000: 68
