Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,5701,1091016: 36; 1233123: 32; 1093014: 31
COL1,0,100.0,integer,162,"86119: 5,429; 85229: 4,250; 72169: 3,244"
COL3,865,97.82974132523773,integer,9,"2: 20,847; 1: 16,634; 3: 868"
COL4,865,97.82974132523773,integer,1544,"2000: 1,960; 5000: 1,856; 1000: 1,815"
COL5,38684,2.943021301151616,integer,264,50000: 42; 80000: 36; 120000: 36
