Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,3233,23048: 7; 22051: 7; 22054: 6
COL01,0,100.0,integer,10,"1: 5,548; 2: 81; 3: 66"
COL02,0,100.0,integer,12,"612: 2,790; 614: 2,005; 613: 733"
COL03,0,100.0,integer,3,"1: 5,557; 2: 178; 22: 1"
COL04,0,100.0,integer,445,"0: 3,351; 20000: 127; 30000: 107"
COL05,0,100.0,integer,1461,0: 730; 10000: 93; 20000: 92
COL06,0,100.0,integer,396,"0: 4,180; 5000: 90; 3000: 89"
COL07,0,100.0,integer,705,"0: 3,004; 20000: 94; 30000: 66"
COL08,0,100.0,integer,1205,"0: 1,008; 150000: 114; 200000: 97"
COL09,0,100.0,integer,2743,0: 123; 6000: 41; 100000: 39
