Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
ADDRESS,0,100.0,integer,2295,24041: 7; 21008: 6; 23042: 6
COL01,0,100.0,integer,9,"1: 4,025; 3: 48; 2: 21"
COL02,0,100.0,integer,15,"612: 2,028; 614: 1,393; 613: 574"
COL03,6,99.85475671750181,integer,3,"1: 4,030; 2: 95"
COL04,0,100.0,integer,413,"0: 2,366; 20000: 113; 10000: 92"
COL05,0,100.0,integer,1208,0: 579; 15000: 69; 30000: 63
COL06,0,100.0,integer,423,"0: 2,872; 2000: 54; 1500: 51"
COL07,0,100.0,integer,625,"0: 2,125; 20000: 68; 10000: 62"
COL08,0,100.0,integer,1001,0: 765; 100000: 78; 120000: 76
COL09,0,100.0,integer,2276,20000: 39; 5000: 38; 2000: 37
