Column,Missing_Count,Availability_Ratio,Data_Type,Unique_Values,Frequent_Values
Address,0,100.0,integer,40007,2000157154: 1; 1090060162: 1; 1090116107: 1
MahMorajeh,0,100.0,integer,12,"3: 3,515; 5: 3,372; 8: 3,371"
